Rank,Game,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,date,Avg_players,Gain_players,Peak_players,avg_peak_perc_players
96,The Elder Scrolls V: Skyrim,2016,306547,26348,3192,71,3870,426,36,11.63,2016-04-01,22668.09,-1423.92,41568,54.5325%
99,Knight Online,2016,266424,5572,2560,23,452,370,7,47.81,2016-04-01,10536.03,-3460.9,14091,74.7713%
101,Europa Universalis IV,2016,265691,7928,7435,48,619,369,11,33.51,2016-04-01,10044.63,1223.94,21150,47.4923%
103,Hyper Light Drifter,2016,256429,11517,29068,120,2670,356,16,22.27,2016-04-01,1057.26,1055.54,4929,21.4498%
107,The Witcher 3: Wild Hunt,2016,242565,36794,4052,113,6529,337,51,6.59,2016-04-01,5105.42,-691.59,10318,49.4807%
108,Call of Duty: Black Ops II,2016,239771,27723,2707,89,4239,333,38,8.65,2016-04-01,339.6,15.78,834,40.7194%
109,Mad Max,2016,235314,7978,7586,34,1664,327,11,29.5,2016-04-01,1365.28,307.48,3226,42.3211%
110,MapleStory,2016,228242,12973,1056,36,1019,317,18,17.59,2016-04-01,477.94,4.32,913,52.3483%
111,War Thunder,2016,227896,24256,15793,73,3855,316,33,9.4,2016-04-01,11093.15,-515.85,20631,53.7693%
114,Town of Salem,2016,219964,4842,20275,32,1227,305,6,45.43,2016-04-01,567.51,133.58,1826,31.0794%
116,Euro Truck Simulator 2,2016,213055,21521,5318,94,3151,296,29,9.9,2016-04-01,7681.8,-552.34,17611,43.6193%
117,7 Days to Die,2016,212199,15614,3993,52,1439,295,21,13.59,2016-04-01,7153.62,2795.52,14539,49.203%
118,Farming Simulator 15,2016,209190,28703,2073,99,3209,290,39,7.29,2016-04-01,3192.43,-652.02,6563,48.6428%
122,Grand Theft Auto: San Andreas,2016,198787,7511,2599,31,1983,276,10,26.47,2016-04-01,582.84,-65.3,1170,49.8154%
126,Worms Revolution,2016,194224,477,34602,9,177,270,0,407.18,2016-04-01,102.24,-14.18,274,37.3139%
128,Terraria,2016,181604,19982,1912,69,4023,252,27,9.09,2016-04-01,13951.01,-574.51,25034,55.7282%
131,Tower Unite,2016,173727,752,34350,13,234,241,1,231.02,2016-04-01,198.96,195.49,1220,16.3082%
135,Geometry Dash,2016,165336,15261,2880,61,2254,229,21,10.83,2016-04-01,1759.09,-24.89,3500,50.2597%
141,Undertale,2016,158554,15642,4206,58,3426,220,21,10.14,2016-04-01,2725.01,-537.64,5268,51.7276%
142,Layers of Fear,2016,157692,5942,13213,44,2096,219,8,26.54,2016-04-01,45.2,-50.83,116,38.9655%
144,Left 4 Dead 2,2016,156171,19234,23469,71,5023,217,26,8.12,2016-04-01,8162.71,-1408.07,16524,49.3991%
148,Outlast,2016,145128,14396,6553,64,5364,201,20,10.08,2016-04-01,134.95,-42.4,329,41.0182%
153,Deus Ex: Human Revolution - Director's Cut,2016,142244,567,9920,8,100,197,0,250.87,2016-04-01,404.35,-245.54,870,46.477%
154,American Truck Simulator,2016,141057,11542,2950,42,1902,196,16,12.22,2016-04-01,2568.62,-987.22,4539,56.59%
157,FTL: Faster Than Light,2016,136009,2820,3003,15,672,189,3,48.23,2016-04-01,1024.97,-115.31,1799,56.9744%
161,The Forest,2016,133729,9464,3879,43,2058,185,13,14.13,2016-04-01,2296.71,-219.85,4767,48.1794%
167,XCOM 2,2016,131075,7105,2082,28,909,182,9,18.45,2016-04-01,4519.24,-5659.87,10256,44.0644%
178,Alien: Isolation,2016,122248,7052,4976,35,2420,170,9,17.34,2016-04-01,273.58,-107.37,767,35.6688%
180,ShellShock Live,2016,120179,3445,19489,24,827,167,4,34.89,2016-04-01,1138.3,209.55,2437,46.7091%
185,Call of Duty: Modern Warfare 2,2016,115326,6427,9008,27,1754,160,8,17.94,2016-04-01,618.13,49.04,1511,40.9087%
187,DiRT Rally,2016,112223,22621,3344,148,4291,156,31,4.96,2016-04-01,858.95,221.23,2269,37.8559%
190,Borderlands 2,2016,111727,18194,2129,66,3370,155,25,6.14,2016-04-01,6455.57,-1574.76,12387,52.1157%
192,Don't Starve Together,2016,108161,9982,4708,50,2290,150,13,10.84,2016-04-01,6004.97,810.38,17666,33.9917%
195,Don't Starve,2016,104254,6443,1814,25,1456,144,8,16.18,2016-04-01,2930.6,115.91,5478,53.4976%
198,Company of Heroes 2,2016,103490,6404,1370,24,734,143,8,16.16,2016-04-01,4765.71,-347.41,11471,41.5457%
200,PAYDAY 2,2016,102495,20532,2656,87,4126,142,28,4.99,2016-04-01,11196.9,-459.16,31146,35.9497%
3,Dota 2,2016,46816065,310231,321688,778,31165,63009,417,150.91,2016-05-01,623798.67,-33145.7,1075307,58.0112%
4,Counter-Strike: Global Offensive,2016,44882927,663528,347527,1856,101483,60407,893,67.64,2016-05-01,338738.39,-37057.47,668612,50.6629%
6,Call of Duty: Black Ops III,2016,11921661,1027566,75069,2986,187445,16045,1382,11.6,2016-05-01,8901.41,-410.52,22951,38.7844%
19,DOOM,2016,4320660,191421,93713,1704,41026,5815,257,22.57,2016-05-01,13036.3,-1441.8885714285714,31623,41.2241%
20,Tom Clancy's The Division,2016,4149090,292302,21117,846,39857,5584,393,14.19,2016-05-01,9751.53,-16642.77,22105,44.1146%
21,DayZ,2016,4109116,64421,41315,199,6866,5530,86,63.79,2016-05-01,5984.87,697.82,13335,44.8809%
23,Arma 3,2016,3312840,92309,40896,312,9159,4458,124,35.89,2016-05-01,22853.94,2561.51,56185,40.6762%
27,Grand Theft Auto V,2016,3062883,298872,39504,919,69649,4122,402,10.25,2016-05-01,25230.19,-6441.1,48053,52.5049%
29,SMITE,2016,2946881,152509,28594,399,24184,3966,205,19.32,2016-05-01,9574.32,-1760.24,19890,48.1363%
30,Street Fighter V,2016,2576951,32672,45219,96,5809,3468,43,78.87,2016-05-01,1508.53,-741.08,2915,51.7506%
31,Rocket League,2016,1943008,135938,23064,422,44772,2615,182,14.29,2016-05-01,25541.31,-3657.99,58210,43.8779%
32,Tom Clancy's Rainbow Six Siege,2016,1856155,185962,17742,653,33339,2498,250,9.98,2016-05-01,7069.7,-573.86,14447,48.9354%
35,Rust,2016,1642266,52303,23618,177,6505,2210,70,31.4,2016-05-01,25497.88,-108.06,47100,54.1356%
36,ARK: Survival Evolved,2016,1575997,78838,9510,239,6571,2121,106,19.99,2016-05-01,39182.24,3796.61,78089,50.1764%
37,Fallout 4,2016,1500184,177926,35686,791,32030,2019,239,8.43,2016-05-01,29526.4,2964.83,74283,39.7485%
39,Stellaris,2016,1435607,35360,32618,304,4131,1932,47,40.6,2016-05-01,20799.58,20796.98,68517,30.3568%
43,The Witcher 3: Wild Hunt,2016,1260978,67863,41007,596,12472,1697,91,18.58,2016-05-01,9451.24,4345.82,49246,19.1919%
47,Path of Exile,2016,1118968,38867,17611,201,3185,1506,52,28.79,2016-05-01,5700.75,-4918.72,11266,50.6014%
52,Gang Beasts,2016,659386,1504,48314,18,591,887,2,438.42,2016-05-01,230.3,77.39,656,35.1067%
55,Enter the Gungeon,2016,621517,18663,7497,68,4456,836,25,33.3,2016-05-01,2426.58,-2192.1,5299,45.7932%
56,Mortal Kombat X,2016,605739,24126,21265,79,6764,815,32,25.11,2016-05-01,396.03,-85.63,906,43.7119%
61,Subnautica,2016,491481,12710,17107,63,3281,661,17,38.67,2016-05-01,1932.06,245.6,4391,44.0005%
65,Team Fortress 2,2016,438525,25541,31233,84,5266,590,34,17.17,2016-05-01,49804.41,-1630.34,77972,63.8747%
67,Garry's Mod,2016,424699,27273,7222,103,6173,571,36,15.57,2016-05-01,29271.56,-1498.34,58486,50.0488%
72,Town of Salem,2016,389215,9298,39304,33,2298,523,12,41.86,2016-05-01,1009.91,442.4,2262,44.6468%
74,Sid Meier's Civilization V,2016,380614,13205,5955,54,2459,512,17,28.82,2016-05-01,40971.7,6916.41,87959,46.5805%
75,Stardew Valley,2016,377044,21589,13028,76,3597,507,29,17.46,2016-05-01,9654.49,-10188.94,20528,47.0308%
79,Call of Duty: Black Ops,2016,351924,17676,8719,175,4435,473,23,19.91,2016-05-01,562.84,-19.67,1135,49.5894%
80,Kerbal Space Program,2016,342671,10441,6348,36,1353,461,14,32.82,2016-05-01,3394.22,-716.15,7703,44.0636%
82,Homefront: The Revolution,2016,339243,5431,44004,58,2381,456,7,62.46,2016-05-01,504.01,496.67,3536,14.2537%
85,Warframe,2016,316704,68603,11362,188,11481,426,92,4.62,2016-05-01,26597.98,-547.56,44091,60.3252%
88,Golf With Your Friends,2016,293677,3808,34881,29,1582,395,5,77.12,2016-05-01,341.79,104.51,1327,25.7566%
89,The Elder Scrolls Online,2016,287973,43255,1647,114,7190,387,58,6.66,2016-05-01,1652.68,-228.72,3240,51.0086%
90,Cities: Skylines,2016,283658,7143,29307,30,1317,381,9,39.71,2016-05-01,4851.47,-586.42,9851,49.2485%
91,Borderlands 2,2016,282444,17069,6131,53,3434,380,22,16.55,2016-05-01,5558.24,-897.33,10762,51.6469%
94,RimWorld,2016,269466,6834,8795,26,648,362,9,39.43,2016-05-01,1.27,734.2385714285714,3,42.3333%
96,Farming Simulator 15,2016,255404,28180,3268,104,3326,343,37,9.06,2016-05-01,3045.1,-147.33,6175,49.3134%
97,Call of Duty: Black Ops II,2016,253799,26762,9669,87,4604,341,36,9.48,2016-05-01,323.91,-15.68,699,46.3391%
100,Euro Truck Simulator 2,2016,250121,26229,2758,102,3758,336,35,9.54,2016-05-01,8715.03,1033.23,18897,46.1186%
102,Outlast,2016,249929,19653,10151,93,7678,336,26,12.72,2016-05-01,148.34,13.39,277,53.5523%
103,DC Universe Online,2016,249825,33363,2002,153,7385,336,44,7.49,2016-05-01,857.76,-11.38,1554,55.1969%
104,The Elder Scrolls V: Skyrim,2016,243392,25972,12250,68,3979,327,34,9.37,2016-05-01,22537.08,-131.01,40764,55.2867%
110,Terraria,2016,223453,22846,4527,80,4905,300,30,9.78,2016-05-01,14718.13,767.12,30112,48.878%
112,Youtubers Life,2016,217595,3634,42861,44,1181,292,4,59.88,2016-05-01,1564.26,-165.1528571428571,7491,20.8819%
114,Danganronpa 2: Goodbye Despair,2016,206595,3112,10410,14,250,278,4,66.39,2016-05-01,290.31,-46.07,848,34.2347%
116,7 Days to Die,2016,195722,11696,4507,44,1245,263,15,16.73,2016-05-01,5269.17,-1884.45,10577,49.8172%
124,War Thunder,2016,177178,22978,1943,77,4048,238,30,7.71,2016-05-01,10336.49,-756.66,17740,58.2666%
128,Call of Duty 4: Modern Warfare,2016,166077,5273,29734,34,1491,223,7,31.5,2016-05-01,374.29,46.67,719,52.057%
132,MapleStory,2016,159259,10645,774,31,1015,214,14,14.96,2016-05-01,448.14,-29.8,945,47.4222%
134,FTL: Faster Than Light,2016,157367,2929,2837,15,677,211,3,53.73,2016-05-01,1043.69,18.72,1873,55.7229%
135,XCOM 2,2016,157256,7580,2043,32,939,211,10,20.75,2016-05-01,4275.28,-243.96,10358,41.2751%
139,American Truck Simulator,2016,154585,10681,3528,52,1906,208,14,14.47,2016-05-01,2290.9,-277.72,4482,51.1133%
141,Salt and Sanctuary,2016,152212,6837,12486,61,1529,204,9,22.26,2016-05-01,817.38,-79.11857142857141,2422,33.7481%
146,PlanetSide 2,2016,143718,13700,37730,55,2730,193,18,10.49,2016-05-01,2969.38,935.62,6165,48.1651%
147,Geometry Dash,2016,143034,15569,1255,62,2480,192,20,9.19,2016-05-01,1860.38,101.29,3567,52.1553%
149,The Forest,2016,136607,11066,4860,41,2392,183,14,12.34,2016-05-01,2471.26,174.55,5120,48.2668%
153,Left 4 Dead 2,2016,132869,15837,4004,58,4357,178,21,8.39,2016-05-01,8492.13,329.42,18322,46.3494%
158,Pro Evolution Soccer 2016,2016,126612,7592,8362,34,1694,170,10,16.68,2016-05-01,1975.89,-64.59,3662,53.9566%
164,Europa Universalis IV,2016,124644,5089,7608,29,526,167,6,24.49,2016-05-01,7407.53,-2637.09,16926,43.7642%
170,S.T.A.L.K.E.R.: Call of Pripyat,2016,120345,1670,11120,11,326,161,2,72.06,2016-05-01,197.08,-7.26,417,47.2614%
173,Factorio,2016,116032,10244,3807,36,1390,156,13,11.33,2016-05-01,6165.63,-2709.62,13006,47.406%
174,Knight Online,2016,114671,3831,1681,17,401,154,5,29.93,2016-05-01,9097.71,-1438.33,12821,70.9594%
177,Prison Architect,2016,111923,2285,8131,14,581,150,3,48.98,2016-05-01,1622.68,302.16,4282,37.8954%
178,Undertale,2016,107642,12492,2879,41,3037,144,16,8.62,2016-05-01,2481.51,-243.5,4531,54.7674%
179,Trove,2016,106739,9116,2152,34,1180,143,12,11.71,2016-05-01,5811.51,333.88,11561,50.2682%
181,Resident Evil,2016,105910,2477,6990,13,780,142,3,42.76,2016-05-01,53.99,-25.82,109,49.5321%
185,PAYDAY 2,2016,102447,19711,4160,74,4607,137,26,5.2,2016-05-01,7086.68,-4110.22,14320,49.488%
186,Tabletop Simulator,2016,101960,2464,6374,20,683,137,3,41.38,2016-05-01,886.71,-252.23,2155,41.1466%
193,Grand Theft Auto: San Andreas,2016,96671,6960,1990,32,2087,130,9,13.89,2016-05-01,571.22,-11.62,1102,51.8348%
196,Layers of Fear,2016,95079,5315,4491,28,2021,127,7,17.89,2016-05-01,57.41,12.22,235,24.4298%
198,Worms Revolution,2016,94268,565,35226,6,246,126,0,166.85,2016-05-01,145.65,43.42,533,27.3265%
2,Dota 2,2016,56363873,272972,483285,675,27730,78392,379,206.48,2016-06-01,640226.98,16428.3,1095994,58.4152%
3,Counter-Strike: Global Offensive,2016,36137071,576786,226858,1615,86923,50260,802,62.65,2016-06-01,334311.06,-4427.34,579110,57.7284%
7,Dead by Daylight,2016,13469660,118198,79013,548,15205,18733,164,113.96,2016-06-01,11247.77,965.3766666666668,18011,62.4494%
8,Call of Duty: Black Ops III,2016,11470501,870831,110659,2445,152477,15953,1211,13.17,2016-06-01,6970.97,-1930.44,13817,50.4521%
15,Grand Theft Auto V,2016,4359684,429032,54948,1440,89270,6063,596,10.16,2016-06-01,40152.83,14922.64,78330,51.2611%
18,Arma 3,2016,3706669,87751,41091,291,9124,5155,122,42.24,2016-06-01,25285.16,2431.22,46030,54.9319%
22,Tom Clancy's The Division,2016,3310409,206650,16367,562,27527,4604,287,16.02,2016-06-01,6087.61,-3663.92,11856,51.3462%
23,DayZ,2016,3123443,76244,38426,280,8228,4344,106,40.97,2016-06-01,10144.38,4159.51,27880,36.3859%
26,Street Fighter V,2016,2389035,23822,81565,69,4263,3322,33,100.29,2016-06-01,1089.54,-418.98,1759,61.9409%
27,Path of Exile,2016,2382288,67495,14677,513,4645,3313,93,35.3,2016-06-01,11733.93,6033.18,26111,44.9386%
28,SMITE,2016,2378637,135056,27719,323,20945,3308,187,17.61,2016-06-01,9161.17,-413.15,18481,49.5707%
29,The Witcher 3: Wild Hunt,2016,2267507,120248,35727,512,17030,3153,167,18.86,2016-06-01,22123.79,12672.55,53576,41.2942%
32,Rocket League,2016,1554985,121906,16903,464,38544,2162,169,12.76,2016-06-01,26120.83,579.52,55029,47.4674%
34,ARK: Survival Evolved,2016,1519376,77793,7525,201,6313,2113,108,19.53,2016-06-01,42386.9,3204.66,71194,59.5372%
35,Rust,2016,1452558,45623,31434,166,5670,2020,63,31.84,2016-06-01,25360.97,-136.91,45791,55.3842%
36,Tom Clancy's Rainbow Six Siege,2016,1437619,187356,10934,525,34609,1999,260,7.67,2016-06-01,9002.74,1933.04,15295,58.8607%
43,Hearts of Iron IV,2016,963315,14033,13793,126,1289,1339,19,68.65,2016-06-01,12326.07,12321.61,40623,30.3426%
49,Fallout 4,2016,841348,159267,6759,514,31168,1170,221,5.28,2016-06-01,25232.02,-4294.38,45855,55.0257%
53,Terraria,2016,597382,29262,8234,92,5510,830,40,20.41,2016-06-01,18808.88,4090.75,30486,61.6968%
54,Mortal Kombat X,2016,563266,20948,26288,63,5863,783,29,26.89,2016-06-01,340.96,-55.07,671,50.8137%
58,Resident Evil,2016,478790,6072,47928,76,2064,665,8,78.85,2016-06-01,93.69,39.7,254,36.8858%
63,Golf With Your Friends,2016,455806,7440,35685,45,2989,633,10,61.26,2016-06-01,835.66,493.87,2437,34.2905%
64,Subnautica,2016,434045,12951,11434,57,2702,603,18,33.51,2016-06-01,2620.32,688.27,7452,35.1626%
67,The Elder Scrolls Online,2016,414745,51122,2713,130,8638,576,71,8.11,2016-06-01,2818.71,1166.03,5544,50.8425%
68,Sid Meier's Civilization V,2016,408121,11420,5506,49,1972,567,15,35.74,2016-06-01,38524.52,-2447.19,70936,54.3088%
78,DOOM,2016,359488,55602,11929,219,15285,499,77,6.47,2016-06-01,5115.56,-7920.75,11710,43.6854%
81,Team Fortress 2,2016,351456,21641,3143,66,4398,488,30,16.24,2016-06-01,51362.73,1558.32,72453,70.8911%
83,7 Days to Die,2016,336450,35256,5047,950,7022,467,49,9.54,2016-06-01,5075.79,-193.38,10487,48.4008%
84,Garry's Mod,2016,334952,26756,11534,99,6093,465,37,12.52,2016-06-01,34747.04,5475.48,59819,58.087%
85,The Elder Scrolls V: Skyrim,2016,334033,30469,5215,80,4577,464,42,10.96,2016-06-01,25852.82,3315.74,45124,57.2928%
90,Warframe,2016,307545,67954,10718,198,11013,427,94,4.53,2016-06-01,26326.93,-271.05,41739,63.0751%
91,Call of Duty: Black Ops II,2016,292451,29299,11764,90,4373,406,40,9.98,2016-06-01,326.82,2.91,589,55.4873%
92,Outlast,2016,279432,19987,12539,69,7485,388,27,13.98,2016-06-01,211.49,63.15,684,30.9196%
95,Neverwinter,2016,268628,8539,3137,29,1194,373,11,31.46,2016-06-01,1942.41,91.28,3323,58.4535%
97,Town of Salem,2016,262144,8030,44627,35,1951,364,11,32.65,2016-06-01,1124.17,114.26,1872,60.0518%
98,Borderlands 2,2016,260104,19234,12750,63,3377,361,26,13.52,2016-06-01,6052.53,494.28,12360,48.9687%
101,The Forest,2016,239896,13155,5766,52,2850,333,18,18.24,2016-06-01,3147.2,675.94,7430,42.358%
112,Stardew Valley,2016,199369,14457,12394,51,2680,277,20,13.79,2016-06-01,7569.66,-2084.83,18642,40.6054%
113,Farming Simulator 15,2016,195806,25365,1737,94,2893,272,35,7.72,2016-06-01,3393.6,348.5,7279,46.6218%
114,Kerbal Space Program,2016,195649,7082,1809,25,903,272,9,27.63,2016-06-01,2515.66,-878.56,4544,55.3622%
115,Euro Truck Simulator 2,2016,192649,23011,9253,94,3451,267,32,8.37,2016-06-01,8916.16,201.13,19399,45.962%
116,FTL: Faster Than Light,2016,188286,3566,5479,15,681,261,4,52.8,2016-06-01,1167.28,123.59,2378,49.0866%
117,Enter the Gungeon,2016,187313,8587,9961,34,2193,260,11,21.81,2016-06-01,1318.28,-1108.3,2132,61.833%
118,Faeria,2016,184056,1826,14180,11,212,255,2,100.8,2016-06-01,176.33,58.27,695,25.3712%
119,Tabletop Simulator,2016,183716,2243,6451,19,741,255,3,81.91,2016-06-01,1052.78,166.07,3343,31.4921%
123,War Thunder,2016,176215,21489,2543,72,3614,245,29,8.2,2016-06-01,11079.32,742.83,23531,47.0839%
126,Left 4 Dead 2,2016,170973,13720,21364,49,4017,237,19,12.46,2016-06-01,9073.86,581.72,20215,44.8868%
129,Youtubers Life,2016,169295,5872,7077,31,2008,235,8,28.83,2016-06-01,3006.16,1441.9,6363,47.2444%
133,Cities: Skylines,2016,164333,6893,19332,36,1380,228,9,23.84,2016-06-01,6237.9,1386.43,15212,41.0064%
136,DC Universe Online,2016,153983,19057,1726,65,3181,214,26,8.08,2016-06-01,762.68,-95.09,1384,55.1069%
137,MapleStory,2016,153668,11505,1924,37,1173,213,16,13.36,2016-06-01,636.13,187.99,1879,33.8547%
141,RimWorld,2016,147095,3701,6874,18,412,204,5,39.74,2016-06-01,1.93,0.66,6,32.1667%
144,Grand Theft Auto: San Andreas,2016,142611,8275,4468,36,2159,198,11,17.23,2016-06-01,739.17,167.95,1750,42.2383%
146,XCOM 2,2016,141756,6162,3711,23,808,197,8,23.0,2016-06-01,4450.21,174.93,9866,45.1065%
152,Dishonored,2016,137733,6743,32100,38,1888,191,9,20.43,2016-06-01,1494.35,795.26,3873,38.5838%
155,Geometry Dash,2016,133147,16489,1120,56,2482,185,22,8.07,2016-06-01,2024.46,164.07,3326,60.8677%
157,American Truck Simulator,2016,132468,9984,27513,40,1962,184,13,13.27,2016-06-01,2822.89,531.99,5099,55.3616%
159,Call of Duty: Black Ops,2016,131358,13553,4398,74,2593,182,18,9.69,2016-06-01,554.58,-8.26,1067,51.9756%
160,ArcheAge,2016,129732,5311,13617,18,609,180,7,24.43,2016-06-01,1381.7,214.31,2193,63.005%
164,PAYDAY 2,2016,125329,24071,2978,91,5478,174,33,5.21,2016-06-01,14852.36,7765.67,43415,34.2102%
174,Nuclear Throne,2016,112150,2282,3998,21,473,155,3,49.15,2016-06-01,298.79,-32.32,511,58.4716%
176,Danganronpa 2: Goodbye Despair,2016,110826,1644,13729,11,163,154,2,67.41,2016-06-01,181.4,-108.92,388,46.7526%
177,Gang Beasts,2016,110167,1855,33598,14,943,153,2,59.39,2016-06-01,291.34,61.04,564,51.656%
181,Undertale,2016,104599,11963,6999,38,2840,145,16,8.74,2016-06-01,2505.73,24.22,4746,52.7967%
183,Don't Starve Together,2016,104031,7865,11342,26,1836,144,10,13.23,2016-06-01,5719.46,-515.19,11625,49.1997%
186,Knight Online,2016,99528,3262,2157,16,337,138,4,30.51,2016-06-01,6035.72,-3061.99,8325,72.5011%
187,Dying Light,2016,98203,22969,4463,70,7157,136,31,4.28,2016-06-01,2081.53,85.07,5845,35.6121%
192,Goat Simulator,2016,95776,11030,1656,154,7582,133,15,8.68,2016-06-01,486.61,85.37,1119,43.4861%
193,Trove,2016,95737,7991,1384,29,993,133,11,11.98,2016-06-01,6087.92,276.4,9932,61.296%
196,Layers of Fear,2016,94910,4219,4662,21,1684,132,5,22.5,2016-06-01,48.34,-9.08,163,29.6564%
199,Vampire: The Masquerade - Bloodlines,2016,92951,625,6367,6,105,129,0,148.72,2016-06-01,84.18,3.86,242,34.7851%
2,Counter-Strike: Global Offensive,2016,52953297,596141,726674,1441,94538,71269,802,88.83,2016-07-01,353777.56,19466.5,636056,55.6205%
3,Dota 2,2016,32509829,277739,200212,807,29653,43754,373,117.05,2016-07-01,638212.65,-2014.33,1084198,58.865%
6,Call of Duty: Black Ops III,2016,11777817,997130,77658,4122,188845,15851,1342,11.81,2016-07-01,6543.53,-427.44,13494,48.4921%
7,Dead by Daylight,2016,10180914,136616,64718,323,14656,13702,183,74.52,2016-07-01,13338.93,2091.16,23743,56.1805%
15,Street Fighter V,2016,4959825,39250,212889,212,7200,6675,52,126.36,2016-07-01,2124.81,1035.27,6931,30.6566%
18,Arma 3,2016,4422829,93442,55686,285,9611,5952,125,47.33,2016-07-01,26615.05,1329.89,46635,57.071%
19,Grand Theft Auto V,2016,4371420,444433,47054,1557,105674,5883,598,9.84,2016-07-01,45166.12,5013.29,71778,62.9247%
21,Rust,2016,3139888,59514,57838,255,7159,4225,80,52.76,2016-07-01,30949.75,5588.78,64555,47.9432%
23,Tom Clancy's The Division,2016,2740202,158276,33143,456,23449,3688,213,17.31,2016-07-01,5481.3,-606.31,12583,43.5612%
27,7 Days to Die,2016,2063116,190266,36862,588,27860,2776,256,10.84,2016-07-01,7629.5,2553.71,14629,52.1533%
29,SMITE,2016,1886918,124370,22947,294,20195,2539,167,15.17,2016-07-01,8520.67,-640.5,15348,55.5165%
30,Tom Clancy's Rainbow Six Siege,2016,1823557,217976,58894,754,45089,2454,293,8.37,2016-07-01,10854.23,1851.49,39382,27.5614%
31,DayZ,2016,1808416,63353,11892,195,6811,2433,85,28.55,2016-07-01,8003.11,-2141.27,17818,44.9159%
32,Rocket League,2016,1790879,110279,14156,262,34945,2410,148,16.24,2016-07-01,29447.91,3327.09,58676,50.1873%
37,The Elder Scrolls V: Skyrim,2016,1426900,33762,168538,90,4838,1920,45,42.26,2016-07-01,27617.91,1765.08,49134,56.2094%
41,Path of Exile,2016,1301258,42756,6740,107,3503,1751,57,30.43,2016-07-01,7425.06,-4308.87,13960,53.1881%
44,ARK: Survival Evolved,2016,1070428,65150,7828,168,5823,1440,87,16.43,2016-07-01,39067.7,-3319.2,69764,55.9998%
46,INSIDE,2016,1006447,13111,37950,126,4040,1354,17,76.76,2016-07-01,1037.02,-162.902,3753,27.6318%
48,Fallout 4,2016,875102,121460,144758,365,23839,1177,163,7.2,2016-07-01,24357.33,-874.69,41541,58.6344%
51,RimWorld,2016,789127,15601,29626,77,1894,1062,20,50.58,2016-07-01,4700.59,4698.66,14984,31.3707%
52,Furi,2016,754592,23400,39313,159,8757,1015,31,32.25,2016-07-01,118.86,118.25,372,31.9516%
